energy_keV,mass_atten_coeff_cm2_g
0.0,8446.8
0.0750375187593797,8446.8
0.1500750375187594,8446.8
0.2251125562781391,8446.8
0.3001500750375188,8446.8
0.3751875937968985,8446.8
0.4502251125562782,8446.8
0.5252626313156579,8446.8
0.6003001500750376,8446.8
0.6753376688344173,8446.8
0.750375187593797,8446.8
0.8254127063531767,8446.8
0.9004502251125563,8446.8
0.975487743871936,8446.8
1.0505252626313157,6473.077395656596
1.1255627813906954,5668.7810568368495
1.2006003001500751,4920.84054522885
1.2756378189094548,4243.967248205119
1.3506753376688345,3652.8725531381783
1.4257128564282142,3162.267847400549
1.500750375187594,2786.8596798940102
1.5757878939469736,2489.4153748728604
1.6508254127063533,2224.423312153356
1.725862931465733,1991.2943880988691
1.8009004502251127,1789.439499072769
1.8759379689844924,1618.269541438426
1.950975487743872,1477.195411559211
2.026013006503252,1364.3312453378178
2.1010505252626315,1263.490216596039
2.176088044022011,1169.7245561818804
2.251125562781391,1082.7112245144003
2.326163081540771,1002.127182012657
2.4012006003001503,927.6493890957094
2.4762381190595297,858.9548061826148
2.5512756378189096,795.7203936924311
2.6263131565782896,737.6231120442171
2.701350675337669,684.3399216570309
2.7763881940970485,635.5477829499307
2.8514257128564284,590.9236563419743
2.9264632316158083,550.1445022522195
3.001500750375188,512.8858993048406
3.0765382691345673,476.1329916293924
3.151575787893947,440.5952984416653
3.226613306653327,411.1290582571496
3.3016508254127066,392.5905095913356
3.376688344172086,1262.602308995696
3.451725862931466,1184.9471360530702
3.526763381690846,1546.8622339241072
3.6018009004502254,1482.7000922209672
3.676838419209605,1394.0665723691066
3.7518759379689848,1310.348417082435
3.8269134567283647,1464.0863398775932
3.901950975487744,1404.6960567088167
3.9769884942471236,1323.971352837976
4.052026013006504,1268.445616547926
4.1270635317658835,1216.6495612400067
4.202101050525263,1166.0689117640584
4.277138569284642,1116.8384240421303
4.352176088044022,1069.0928539962722
4.427213606803402,1022.9669575485328
4.502251125562782,978.5954906209629
4.577288644322161,936.1132091356119
4.652326163081542,895.6548690145288
4.727363681840921,857.3552261797638
4.8024012006003005,821.3490365533667
4.87743871935968,787.7710560573865
4.9524762381190595,756.7560406138732
5.02751375687844,728.3187686189763
5.102551275637819,701.2491696604607
5.177588794397199,675.210249427861
5.252626313156579,650.2148102663557
5.327663831915959,626.2756545211241
5.402701350675338,603.4055845373448
5.4777388694347176,581.6174026601961
5.552776388194097,560.923911234857
5.627813906953477,541.3379126065058
5.702851425712857,522.8722091203217
5.777888944472236,505.5396031214832
5.852926463231617,489.35289695516883
5.927963981990996,474.32489296655757
6.003001500750376,460.4677051666841
6.078039019509755,447.32831225196554
6.153076538269135,434.51094687030354
6.228114057028515,422.0141282496747
6.303151575787894,409.83637561805597
6.378189094547274,397.9762082034239
6.453226613306654,386.432145233755
6.528264132066034,375.2027059370264
6.603301650825413,364.2864095412145
6.678339169584793,353.681775274296
6.753376688344172,343.38732236424755
6.8284142071035525,333.4015700390458
6.903451725862932,323.72303752666767
6.9784892446223115,314.35024405508966
7.053526763381692,305.28170885228855
7.128564282141071,296.515951146241
7.203601800900451,288.0514901649237
7.27863931965983,279.8868451363133
7.35367683841921,272.0205352883865
7.42871435717859,264.45107984912
7.5037518759379696,257.1769980464905
7.578789394697349,250.19680910847475
7.653826913456729,243.50903226304925
7.728864432216109,237.1121867381909
7.803901950975488,231.0047917618763
7.878939469734868,225.18536656208215
7.953976988494247,219.6524303667851
8.029014507253628,214.39134932928576
8.104052026013008,209.27178388540867
8.179089544772387,204.26162235659828
8.254127063531767,199.36201163302235
8.329164582291146,194.57409860484913
8.404202101050526,189.8990301622463
8.479239619809906,185.33795319538194
8.554277138569285,180.89201459442415
8.629314657328665,176.56236124954063
8.704352176088044,172.35014005089954
8.779389694847424,168.25649788866872
8.854427213606805,164.2825816530161
8.929464732366183,160.42953823410988
9.004502251125563,156.69851452211773
9.079539769884944,153.09065740720774
9.154577288644322,149.60711377954797
9.229614807403703,146.24903052930617
9.304652326163083,143.01755454665042
9.379689844922462,139.91383272174872
9.454727363681842,136.93901194476894
9.52976488244122,134.0942391058791
9.604802401200601,131.3806610952471
9.679839919959981,128.79942480304095
9.75487743871936,126.3516771194286
9.82991495747874,124.03856493457799
9.904952476238119,121.86123513865715
9.9799899949975,119.82083462183392
10.05502751375688,117.88774203680168
10.130065032516258,115.98289621833564
10.205102551275639,114.10215699002278
10.280140070035019,112.24543808755539
10.355177588794398,110.41265324662581
10.430215107553778,108.6037162029262
10.505252626313158,106.81854069214887
10.580290145072537,105.05704044998616
10.655327663831917,103.31912921213025
10.730365182591296,101.60472071427345
10.805402701350676,99.91372869210802
10.880440220110057,98.24606688132621
10.955477738869435,96.60164901762036
11.030515257628815,94.98038883668265
11.105552776388194,93.38220007420543
11.180590295147574,91.8069964658809
11.255627813906955,90.25469174740138
11.330665332666333,88.72519965445912
11.405702851425714,87.21843392274639
11.480740370185094,85.73430828795544
11.555777888944473,84.27273648577862
11.630815407703853,82.8336322519081
11.705852926463233,81.41690932203619
11.780890445222612,80.0224814318552
11.855927963981992,78.65026231705734
11.930965482741371,77.30016571333492
12.006003001500751,75.97210535638017
12.081040520260132,74.66599498188538
12.15607803901951,73.38174832554284
12.23111555777889,72.1192791230448
12.30615307653827,70.87850111008355
12.38119059529765,69.65932802235132
12.45622811405703,68.4616735955404
12.531265632816408,67.2854515653431
12.606303151575789,66.13057566745162
12.68134067033517,64.99695963755825
12.756378189094548,63.88451721135533
12.831415707853928,62.79316212453503
12.906453226613309,61.72280811278966
