energy_keV,mass_atten_coeff_cm2_g
0.0,-58464.66093137021
0.015001500150015001,-53847.468786314595
0.030003000300030003,-49403.14878019858
0.045004500450045004,-45128.7418461959
0.060006000600060005,-41021.28891748052
0.075007500750075,-37077.83092722624
0.09000900090009001,-33295.408808606866
0.10501050105010501,-29671.06349479631
0.12001200120012001,-26201.83591896837
0.135013501350135,-22884.767014296915
0.15001500150015,-19716.897713955783
0.16501650165016502,-16695.268951118807
0.18001800180018002,-13816.921658959865
0.19501950195019502,-11078.896770652776
0.21002100210021002,-8478.235219371403
0.22502250225022502,-6011.9779382895795
0.24002400240024002,-3677.165860581161
0.255025502550255,-1470.839919419981
0.27002700270027,609.9589520201116
0.285028502850285,2568.1898205652615
0.3000300030003,4406.8117530416275
0.31503150315031503,6128.783816275369
0.33003300330033003,7737.065077092637
0.34503450345034503,9234.614602319583
0.36003600360036003,10624.39145878236
0.37503750375037503,11909.354713307126
0.39003900390039004,13092.46343272004
0.40504050405040504,14176.676683847247
0.42004200420042004,15164.953533514901
0.43504350435043504,16060.25304854917
0.45004500450045004,16865.534295776197
0.46504650465046504,17583.756342022116
0.48004800480048004,18217.878254113122
0.49504950495049505,18770.859098875346
0.51005100510051,19245.657943134946
0.525052505250525,19645.233853718077
0.54005400540054,19972.54589745088
0.555055505550555,20230.553141159537
0.57005700570057,20422.214651670183
0.585058505850585,20550.489495808968
0.6000600060006,20618.33674040206
0.6150615061506151,20628.7154522756
0.6300630063006301,20584.584698255756
0.6450645064506451,20488.903545168672
0.6600660066006601,20344.631059840507
0.6750675067506751,20154.726309097412
0.6900690069006901,19922.14835976554
0.7050705070507051,19649.856278671054
0.7200720072007201,19340.809132640094
0.7350735073507351,18997.96598849883
0.7500750075007501,18624.2859130734
0.7650765076507651,18222.727973189973
0.7800780078007801,17796.2512356747
0.7950795079507951,17347.81476735372
0.8100810081008101,16880.37763505321
0.8250825082508251,16396.898905599304
0.8400840084008401,15900.337645818172
0.8550855085508551,15393.652922535959
0.8700870087008701,14879.803802578821
0.8850885088508851,14361.749352772913
0.9000900090009001,13842.44863994439
0.9150915091509151,13324.860730919403
0.9300930093009301,12811.94469252411
0.9450945094509451,12306.659591584663
0.9600960096009601,11811.964494927219
0.9750975097509751,11330.818469377926
0.9900990099009901,10866.180581762943
1.005100510051005,10421.009898908424
1.02010201020102,9998.26548764052
1.035103510351035,9600.906414785388
1.05010501050105,9228.024893885484
1.065106510651065,8804.935222980708
1.08010801080108,8422.546566446548
1.095109510951095,8242.810271130023
1.11011101110111,9332.76972482968
1.125112511251125,9287.348701712006
1.14011401140114,9212.860931062714
1.155115511551155,9111.50328359731
1.17011701170117,8985.472630031294
1.185118511851185,8836.965841080168
1.2001200120012,8668.179787459429
1.215121512151215,8481.311339884584
1.2301230123012301,8278.557369071128
1.2451245124512451,8062.114745734568
1.2601260126012601,7834.1803405904
1.2751275127512751,7596.951024354128
1.2901290129012901,7352.623667741253
1.3051305130513051,7103.395141467273
1.3201320132013201,6851.462316247692
1.3351335133513351,6599.022062798011
1.3501350135013501,6348.2712518337285
1.3651365136513651,6101.406754070349
1.3801380138013801,5860.62544022337
1.3951395139513951,5628.124181008294
1.4101410141014101,5406.099847140622
1.4251425142514251,5196.749309335857
1.4401440144014401,5002.269438309497
1.4551455145514551,4824.857104777044
1.4701470147014701,4666.709179453999
1.4851485148514851,4530.022533055864
1.5001500150015001,4416.992839822994
1.5151515151515151,4317.242688709397
1.5301530153015301,4219.40859836986
1.5451545154515451,4123.495723537165
1.5601560156015601,4029.5092189440893
1.5751575157515751,3937.454239323417
1.5901590159015901,3847.3359394079275
1.6051605160516051,3759.159473930401
1.6201620162016201,3672.9299976236184
1.6351635163516351,3588.6526652203597
1.6501650165016502,3506.3326314534065
1.6651665166516652,3425.9750510555386
1.6801680168016802,3347.585078759536
1.6951695169516952,3271.167869298181
1.7101710171017102,3196.728577404252
1.7251725172517252,3124.2723578105315
1.7401740174017402,3053.804365249798
1.7551755175517552,2985.329754454835
1.7701770177017702,2918.85368015842
1.7851785178517852,2854.3812970933363
1.8001800180018002,2791.9177599923614
1.8151815181518152,2731.4682235882783
1.8301830183018302,2673.0378426138673
1.8451845184518452,2616.6317718019077
1.8601860186018602,2562.255165885181
1.8751875187518752,2509.9131795964677
1.8901890189018902,2459.610967668548
1.9051905190519052,2411.3536848342023
1.9201920192019202,2365.1464858262125
1.9351935193519352,2320.9945253773576
1.9501950195019502,2278.9029582204184
1.9651965196519652,2238.876939088176
1.9801980198019802,2200.9216227134116
1.9951995199519952,2165.0421638289044
2.01020102010201,2130.862254215101
2.025202520252025,2097.199758546525
2.04020402040204,2063.9684535450638
2.055205520552055,2031.166472321667
2.07020702070207,1998.7919479872826
2.085208520852085,1966.8430136528589
2.1002100210021,1935.3178024293445
2.115211521152115,1904.214447427688
2.13021302130213,1873.5310817588372
2.145214521452145,1843.265838533741
2.16021602160216,1813.4168508633475
2.175217521752175,1783.982251858605
2.19021902190219,1754.9601746304618
2.205220522052205,1726.348752289867
2.22022202220222,1698.1461179477678
2.235223522352235,1670.3504047151134
2.25022502250225,1642.9597457028522
2.265226522652265,1615.9722740219324
2.28022802280228,1589.3861227833022
2.295229522952295,1563.19942509791
2.31023102310231,1537.4103140767047
2.325232523252325,1512.0169228306338
2.34023402340234,1487.017384470647
2.355235523552355,1462.409832107691
2.37023702370237,1438.1923988527153
2.385238523852385,1414.363217816668
2.4002400240024,1390.9204221104978
2.415241524152415,1367.8621448451524
2.43024302430243,1345.1865191315806
