energy_keV,mass_atten_coeff_cm2_g
0.0,7402.799999999999
0.0750375187593797,7402.799999999999
0.1500750375187594,7402.799999999999
0.2251125562781391,7402.799999999999
0.3001500750375188,7402.799999999999
0.3751875937968985,7402.799999999999
0.4502251125562782,7402.799999999999
0.5252626313156579,7402.799999999999
0.6003001500750376,7402.799999999999
0.6753376688344173,7402.799999999999
0.750375187593797,7402.799999999999
0.8254127063531767,7402.799999999999
0.9004502251125563,7402.799999999999
0.975487743871936,7402.799999999999
1.0505252626313157,5669.877063147677
1.1255627813906954,4960.516951534227
1.2006003001500751,4300.98021853001
1.2756378189094548,3704.3763985506334
1.3506753376688345,3183.815026011714
1.4257128564282142,2752.405635328861
1.500750375187594,2423.2534519628366
1.5757878939469736,2163.2030919484787
1.6508254127063533,1931.7045201970411
1.725862931465733,1728.2086288936323
1.8009004502251127,1552.1663102233615
1.8759379689844924,1403.0284563713387
1.950975487743872,1280.2459595226724
2.026013006503252,1182.1590384959284
2.1010505252626315,1094.8440220877314
2.176088044022011,1013.9720919522479
2.251125562781391,939.1719406551783
2.326163081540771,870.0722607622249
2.4012006003001503,806.3017448390892
2.4762381190595297,747.489085451472
2.5512756378189096,693.2629751650745
2.6263131565782896,643.2521065455982
2.701350675337669,597.0851721587449
2.7763881940970485,554.3908645702154
2.8514257128564284,514.7978763457108
2.9264632316158083,477.934900050933
3.001500750375188,443.37218462898204
3.0765382691345673,1418.9420635637825
3.151575787893947,1846.3697835052203
3.226613306653327,1752.2165705673156
3.3016508254127066,1635.364881038559
3.376688344172086,1530.0942138209653
3.451725862931466,1725.3489947770406
3.526763381690846,1687.4966261764316
3.6018009004502254,1621.6700698496163
3.676838419209605,1536.8437691154893
3.7518759379689848,1441.9921672929433
3.8269134567283647,1346.0897077008735
3.901950975487744,1258.1108336581735
3.9769884942471236,1187.0299884837373
4.052026013006504,1134.8990446376788
4.1270635317658835,1085.884026277011
4.202101050525263,1038.781459441227
4.277138569284642,993.6016706672925
4.352176088044022,950.3549864921728
4.427213606803402,909.0517334528321
4.502251125562782,869.7022380862367
4.577288644322161,832.3168269293514
4.652326163081542,796.9058265191405
4.727363681840921,763.4795633925706
4.8024012006003005,732.0483640866063
4.87743871935968,702.6225551382125
4.9524762381190595,675.2124630843545
5.02751375687844,649.7536366189756
5.102551275637819,625.4419562717555
5.177588794397199,602.0648797149289
5.252626313156579,579.632978534363
5.327663831915959,558.1568243159256
5.402701350675338,537.6469886454838
5.4777388694347176,518.1140431089051
5.552776388194097,499.5685592920567
5.627813906953477,482.02110878080566
5.702851425712857,465.48226316101994
5.777888944472236,449.96259401856656
5.852926463231617,435.47267293931264
5.927963981990996,422.023071509126
6.003001500750376,409.6237439841688
6.078039019509755,397.8676680936324
6.153076538269135,386.39982806396074
6.228114057028515,375.2189742978905
6.303151575787894,364.32385719815903
6.378189094547274,353.713227167503
6.453226613306654,343.3858346086594
6.528264132066034,333.3404299243653
6.603301650825413,323.5757635173576
6.678339169584793,314.09058579037304
6.753376688344172,304.88364714614886
6.8284142071035525,295.9536979874217
6.903451725862932,287.2994887169288
6.9784892446223115,278.91976973740697
7.053526763381692,270.81329145159305
7.128564282141071,262.9788042622242
7.203601800900451,255.41505857203722
7.27863931965983,248.12080478376913
7.35367683841921,241.09479330015682
7.42871435717859,234.3357745239372
7.5037518759379696,227.84249885784726
7.578789394697349,221.61371670462404
7.653826913456729,215.64817846700424
7.728864432216109,209.94463454772512
7.803901950975488,204.50183534952342
7.878939469734868,199.3185312751361
7.953976988494247,194.39347272730018
8.029014507253628,189.713502378309
8.104052026013008,185.16066651533478
8.179089544772387,180.70585089182794
8.254127063531767,176.35004192378028
8.329164582291146,172.0942260271841
8.404202101050526,167.93938961803138
8.479239619809906,163.88651911231418
8.554277138569285,159.9366009260248
8.629314657328665,156.09062147515507
8.704352176088044,152.34956717569733
8.779389694847424,148.71442444364348
8.854427213606805,145.18617969498567
8.929464732366183,141.76581934571612
9.004502251125563,138.4543298118268
9.079539769884944,135.25269750930974
9.154577288644322,132.16190885415725
9.229614807403703,129.18295026236126
9.304652326163083,126.31680814991387
9.379689844922462,123.56446893280729
9.454727363681842,120.92691902703346
9.52976488244122,118.40514484858461
9.604802401200601,116.00013281345274
9.679839919959981,113.71286933762998
9.75487743871936,111.54434083710848
9.82991495747874,109.49553372788024
9.904952476238119,107.56743442593744
9.9799899949975,105.76102934727209
10.05502751375688,104.0499684057379
10.130065032516258,102.36399176684064
10.205102551275639,100.69941965131514
10.280140070035019,99.05617441287232
10.355177588794398,97.43417840522302
10.430215107553778,95.83335398207802
10.505252626313158,94.25362349714823
10.580290145072537,92.69490930414449
10.655327663831917,91.15713375677758
10.730365182591296,89.64021920875842
10.805402701350676,88.14408801379778
10.880440220110057,86.66866252560654
10.955477738869435,85.21386509789556
11.030515257628815,83.77961808437564
11.105552776388194,82.36584383875767
11.180590295147574,80.97246471475243
11.255627813906955,79.59940306607082
11.330665332666333,78.24658124642366
11.405702851425714,76.91392160952178
11.480740370185094,75.60134650907602
11.555777888944473,74.30877829879728
11.630815407703853,73.03613933239633
11.705852926463233,71.78335196358402
11.780890445222612,70.55033854607127
11.855927963981992,69.33702143356881
11.930965482741371,68.14332297978758
12.006003001500751,66.96916553843833
12.081040520260132,65.81447146323198
12.15607803901951,64.67916310787936
12.23111555777889,63.56316282609127
12.30615307653827,62.46639297157861
12.38119059529765,61.388775898052145
12.45622811405703,60.33023395922279
12.531265632816408,59.290689508801364
12.606303151575789,58.27006490049868
12.68134067033517,57.26828248802561
