energy_keV,mass_atten_coeff_cm2_g
0.0,5840.4
0.0750375187593797,5840.4
0.1500750375187594,5840.4
0.2251125562781391,5840.4
0.3001500750375188,5840.4
0.3751875937968985,5840.4
0.4502251125562782,5840.4
0.5252626313156579,5840.4
0.6003001500750376,5840.4
0.6753376688344173,5840.4
0.750375187593797,5840.4
0.8254127063531767,5840.4
0.9004502251125563,5840.4
0.975487743871936,5840.4
1.0505252626313157,4441.040870944816
1.1255627813906954,3835.572126219355
1.2006003001500751,3273.6830651459863
1.2756378189094548,2767.871418889199
1.3506753376688345,2330.634918613482
1.4257128564282142,1974.471295483324
1.500750375187594,1711.8741780577088
1.5757878939469736,1511.2810438964639
1.6508254127063533,1334.0461292974003
1.725862931465733,1179.598548524005
1.8009004502251127,1047.3674158397669
1.8759379689844924,936.7818455081732
1.950975487743872,847.2709517927123
2.026013006503252,777.3201057926454
2.1010505252626315,715.088410900159
2.176088044022011,657.0834630657216
2.251125562781391,603.1977892813009
2.326163081540771,553.323916538865
2.4012006003001503,507.35437183038187
2.4762381190595297,465.1816821478195
2.5512756378189096,426.6983744831455
2.6263131565782896,391.7969758283281
2.701350675337669,360.37001317533526
2.7763881940970485,332.31001351613486
2.8514257128564284,307.5095038426946
2.9264632316158083,285.86101114698243
3.001500750375188,267.2567368493366
3.0765382691345673,250.74735619594253
3.151575787893947,235.4629936648126
3.226613306653327,221.3191482733656
3.3016508254127066,208.23131903902058
3.376688344172086,196.11500497919624
3.451725862931466,184.88570511131135
3.526763381690846,174.45891845278484
3.6018009004502254,164.75014402103554
3.676838419209605,155.6748808334823
3.7518759379689848,147.14862790754384
3.8269134567283647,139.0868842606391
3.901950975487744,131.40514891018697
3.9769884942471236,124.01892087360618
4.052026013006504,1022.7981516909742
4.1270635317658835,1015.1289809762008
4.202101050525263,997.5000244022466
4.277138569284642,971.4799432732347
4.352176088044022,938.6373988932882
4.427213606803402,900.5410525665292
4.502251125562782,858.7595655970819
4.577288644322161,814.8615992890686
4.652326163081542,770.415814946612
4.727363681840921,726.990873873836
4.8024012006003005,686.1554373748629
4.87743871935968,649.4781667538157
4.9524762381190595,618.5277233148175
5.02751375687844,594.3487450808733
5.102551275637819,572.3227189926309
5.177588794397199,551.0183834905042
5.252626313156579,530.464971691308
5.327663831915959,510.69171671185876
5.402701350675338,491.72785166897114
5.4777388694347176,473.6026096794608
5.552776388194097,456.3452238601429
5.627813906953477,439.98492732783274
5.702851425712857,424.55095319934617
5.777888944472236,410.0725345914983
5.852926463231617,396.5789046211043
5.927963981990996,384.09929640498
6.003001500750376,372.6623010633838
6.078039019509755,361.85957070251476
6.153076538269135,351.32464309887047
6.228114057028515,341.05614489051817
6.303151575787894,331.052702715526
6.378189094547274,321.3129432119615
6.453226613306654,311.83549301789213
6.528264132066034,302.6189787713859
6.603301650825413,293.66202711051034
6.678339169584793,284.96326467333313
6.753376688344172,276.52131809792206
6.8284142071035525,268.3348140223446
6.903451725862932,260.40237908466867
6.9784892446223115,252.7226399229619
7.053526763381692,245.29422317529182
7.128564282141071,238.11575547972632
7.203601800900451,231.18586347433308
7.27863931965983,224.50317379717964
7.35367683841921,218.0663130863338
7.42871435717859,211.8739079798631
7.5037518759379696,205.92458511583547
7.578789394697349,200.2169711323184
7.653826913456729,194.74969266737966
7.728864432216109,189.5213763590869
7.803901950975488,184.53064884550787
7.878939469734868,179.77613676471023
7.953976988494247,175.2564667547616
8.029014507253628,170.95943803060035
8.104052026013008,166.77768201497042
8.179089544772387,162.6848429415503
8.254127063531767,158.68195857584843
8.329164582291146,154.77006668337376
8.404202101050526,150.95020502963482
8.479239619809906,147.22341138014033
8.554277138569285,143.5907235003991
8.629314657328665,140.05317915591962
8.704352176088044,136.61181611221073
8.779389694847424,133.26767213478098
8.854427213606805,130.02178498913915
8.929464732366183,126.875192440794
9.004502251125563,123.82893225525405
9.079539769884944,120.8840421980281
9.154577288644322,118.04156003462485
9.229614807403703,115.3025235305529
9.304652326163083,112.667970451321
9.379689844922462,110.13893856243789
9.454727363681842,107.71646562941211
9.52976488244122,105.4015894177525
9.604802401200601,103.19534769296764
9.679839919959981,101.09877822056625
9.75487743871936,99.11291876605708
9.82991495747874,97.23880709494873
9.904952476238119,95.47748097274994
9.9799899949975,93.82997816496938
10.05502751375688,92.2715702157516
10.130065032516258,90.7360915505571
10.205102551275639,89.22008377640276
10.280140070035019,87.72348254182991
10.355177588794398,86.24622349537995
10.430215107553778,84.78824228559414
10.505252626313158,83.34947456101384
10.580290145072537,81.92985597018043
10.655327663831917,80.52932216163519
10.730365182591296,79.14780878391953
10.805402701350676,77.78525148557472
10.880440220110057,76.4415859151421
10.955477738869435,75.11674772116307
11.030515257628815,73.81067255217891
11.105552776388194,72.523296056731
11.180590295147574,71.25455388336063
11.255627813906955,70.00438168060917
11.330665332666333,68.77271509701798
11.405702851425714,67.55948978112835
11.480740370185094,66.36464138148163
11.555777888944473,65.1881055466192
11.630815407703853,64.02981792508234
11.705852926463233,62.889714165412414
11.780890445222612,61.76772991615079
11.855927963981992,60.66380082583876
11.930965482741371,59.577862543017694
12.006003001500751,58.509850716228904
12.081040520260132,57.45970099401373
12.15607803901951,56.42734902491356
12.23111555777889,55.412730457469664
12.30615307653827,54.41578094022343
12.38119059529765,53.43643612171615
12.45622811405703,52.4746316504892
12.531265632816408,51.53030317508394
12.606303151575789,50.60338634404163
12.68134067033517,49.693816805903666
12.756378189094548,48.8015302092114
12.831415707853928,47.92646220250612
12.906453226613309,47.068548434329195
12.981490745372687,46.227724553221975
